"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00003927","1948-01-16","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-17","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-18","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-19","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-20","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-21","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-22","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-23","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-24","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-25","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-26","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-27","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-28","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-29","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-01-30","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -40",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-01","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-02","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-03","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-04","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-05","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-06","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-07","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-08","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-09","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-10","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-11","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-12","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-13","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-15","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-16","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-17","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-18","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-19","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-20","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -43",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-21","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-22","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-23","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-24","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -46",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-25","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -131",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-26","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -363",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-27","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -149",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-28","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-02-29","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-01","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -128",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-02","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -137",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-03","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-04","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-05","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -140",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-06","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,," -113",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-07","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -91",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-08","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -88",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-09","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -88",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-10","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -85",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-11","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-13","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-14","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -82",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-15","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -70",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-16","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -61",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-17","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -58",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-18","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -55",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-19","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -55",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-20","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -52",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-21","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -52",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-22","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -85",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003927","1948-03-23","32.89744","-97.02196","165.7","DAL FTW WSCMO AIRPORT, TX US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  -55",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
