"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014734","1843-05-14","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  250",",,Z","   83",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-15","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  294",",,Z","  139",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-16","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  272",",,Z","  183",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-17","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  189",",,Z","  139",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-18","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  178",",,Z","   67",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-19","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  200",",,Z","   72",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-20","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  194",",,Z","  100",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-21","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  244",",,Z","   61",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-22","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  250",",,Z","   89",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-23","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   41",",,Z,","    0",",,Z,",,,"  239",",,Z","  144",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-24","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   66",",,Z,","    0",",,Z,",,,"  228",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-25","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  233",",,Z","  100",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-26","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  172",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-27","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   30",",,Z,","    0",",,Z,",,,"  139",",,Z","  117",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-28","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  206",",,Z","  144",",I,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-29","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   64",",,Z,","    0",",,Z,",,,"  133",",I,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-30","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  217",",,Z","   89",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-05-31","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  156",",,Z","  111",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-01","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  139",",,Z","   50",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-02","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  178",",,Z","   33",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-03","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","  163",",,Z,","    0",",,Z,",,,"  267",",,Z","  100",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-04","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  206",",,Z","  122",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-05","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  300",",,Z","  139",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-06","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   13",",,Z,","    0",",,Z,",,,,,"  178",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-07","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  233",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-08","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  217",",,Z","  122",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-09","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  328",",,Z","  161",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-10","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  328",",,Z","  211",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-11","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   66",",,Z,","    0",",,Z,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-12","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  239",",,Z","  150",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-13","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","   48",",,Z,","    0",",,Z,",,,"  217",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-14","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  283",",,Z","  167",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-15","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  261",",,Z","  150",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-16","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","  114",",,Z,","    0",",,Z,",,,"  239",",,Z","  156",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-17","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  211",",,Z","  128",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-18","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  244",",,Z","  106",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-19","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  256",",,Z","  128",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-20","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  256",",,Z","  111",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-21","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  283",",,Z","  122",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-22","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  294",",,Z","  178",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-23","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  311",",,Z","  194",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-24","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  333",",,Z","  200",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-25","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  294",",,Z","  194",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-26","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  289",",,Z","  178",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-27","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  333",",,Z","  167",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-28","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  311",",,Z","  211",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014734","1843-06-29","40.68275","-74.16927","1.9","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","    0",",,Z,","    0",",,Z,",,,"  322",",,Z","  211",",,Z",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
