"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093844","1945-06-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  311",",,X","  244",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-06-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  300",",,X","  261",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  306",",,X","  256",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-06-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  294",",,X","  256",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  289",",,X","  250",",,X",,,,,,,,,,
"USW00093844","1945-06-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  289",",,X","  256",",,X",,,,,,,,,,
"USW00093844","1945-06-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  294",",,X","  250",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  294",",,X","  233",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X",,,,,"  300",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-06-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  104",",,X",,,,,"  278",",,X","  222",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-06-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   66",",,X",,,,,"  278",",,X","  222",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-06-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  150",",,X",,,,,"  283",",,X","  233",",,X",,,"    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-06-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  311",",,X","  222",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   97",",,X",,,,,"  283",",,X",,,,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-06-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  577",",,X",,,,,"  250",",,X","  217",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-06-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  307",",,X",,,,,"  328",",,X","  200",",,X","    1",",,X",,,,,,,"    1",",,X"
"USW00093844","1945-06-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  333",",,X","  228",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  333",",,X","  244",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  306",",,X","  250",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  328",",,X","  261",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-06-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  294",",,X","  250",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  328",",,X","  256",",,X",,,,,,,,,,
"USW00093844","1945-07-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  322",",,X","  261",",,X",,,,,,,,,,
"USW00093844","1945-07-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  300",",,X","  239",",,X",,,"    1",",,X",,,,,,
"USW00093844","1945-07-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  300",",,X","  244",",,X",,,"    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-07-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  117",",,X",,,,,"  294",",,X","  239",",,X","    1",",,X","    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-07-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  485",",,X",,,,,"  317",",,X","  217",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   23",",,X",,,,,"  306",",,X","  239",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X",,,,,"  311",",,X","  233",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-07-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  300",",,X","  239",",,X",,,,,,,,,,
"USW00093844","1945-07-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   66",",,X",,,,,"  322",",,X","  228",",,X","    1",",,X","    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-07-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  257",",,X","    0",",,X",,,"  333",",,X","  211",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   13",",,X",,,,,"  278",",,X","  228",",,X","    1",",,X","    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  251",",,X",,,,,"  289",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  353",",,X",,,,,"  289",",,X","  228",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  127",",,X",,,,,"  306",",,X","  228",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    3",",,X","    0",",,X",,,"  294",",,X","  233",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  132",",,X",,,,,"  261",",,X","  233",",,X","    1",",,X","    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   28",",,X",,,,,"  272",",,X","  239",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  147",",,X",,,,,"  278",",,X","  228",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  145",",,X",,,,,"  272",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   15",",,X","    0",",,X",,,"  278",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    5",",,X",,,,,"  283",",,X","  233",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-07-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   84",",,X",,,,,"  317",",,X","  233",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  300",",,X","  222",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-07-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  306",",,X","  244",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  322",",,X","  250",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  306",",,X","  217",",,X",,,,,,,,,,
"USW00093844","1945-07-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  300",",,X","  244",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  322",",,X","  256",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US",,,,,,,"  311",",,X","  267",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-07-31","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  256",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-08-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  152",",,X","    0",",,X",,,"  311",",,X","  256",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    5",",,X","    0",",,X",,,"  317",",,X","  239",",,X","    1",",,X","    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  306",",,X","  250",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-08-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  261",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-08-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  311",",,X","  256",",,X",,,,,,,,,,
"USW00093844","1945-08-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  328",",,X","  261",",,X",,,,,,,,,,
"USW00093844","1945-08-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  122",",,X","    0",",,X",,,"  350",",,X","  233",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  198",",,X","    0",",,X",,,"  311",",,X","  222",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  283",",,X","  233",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  289",",,X","  228",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-08-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  283",",,X","  228",",,X",,,,,,,"    1",",,X",,
"USW00093844","1945-08-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   89",",,X","    0",",,X",,,"  294",",,X","  244",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-08-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   13",",,X","    0",",,X",,,"  278",",,X","  239",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1945-08-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   81",",,X","    0",",,X",,,"  289",",,X","  233",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  306",",,X","  244",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00093844","1945-08-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  311",",,X","  244",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   28",",,X","    0",",,X",,,"  311",",,X","  244",",,X",,,"    1",",,X",,,,,"    1",",,X"
"USW00093844","1945-08-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  300",",,X","  233",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1945-08-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   86",",,X","    0",",,X",,,"  250",",,X","  217",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00093844","1945-08-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   97",",,X","    0",",,X",,,"  278",",,X","  228",",,X",,,,,,,"    1",",,X","    1",",,X"
