"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00012916","1945-10-11","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  195","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-12","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-13","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-14","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-15","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-16","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  174","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-17","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  195","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-18","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-19","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-20","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  214","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-21","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  222","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-22","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-23","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  160","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-24","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  186","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-25","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-26","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  175","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-27","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-28","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  194","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-29","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  208","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-30","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-10-31","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-01","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  223","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-02","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-03","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-04","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  156","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-05","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-06","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-07","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  205","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-08","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  219","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-09","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  226","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-10","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-11","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-12","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  219","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-13","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-14","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-15","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  153","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-16","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  154","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-17","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-18","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-19","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-20","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-21","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  207","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-22","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-23","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  118","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-24","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  102","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-25","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  126","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-26","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  177","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-27","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  172","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-28","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  160","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-29","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-11-30","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  118","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-01","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-02","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  133","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-03","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  154","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-04","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   68","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-05","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-06","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   92","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-07","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  130","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-08","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  138","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-09","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-10","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  138","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-11","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   57","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-12","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   59","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-13","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  164","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-14","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  103","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-15","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   62","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-16","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   62","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-17","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-18","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  102","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012916","1945-12-19","29.99755","-90.27772","-1.0","NEW ORLEANS AIRPORT, LA US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   93","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
