"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMC","ACMC_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSC","ACSC_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00094847","1942-08-11","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-12","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  191","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-13","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-14","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-15","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  244","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-16","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-17","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  197","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-18","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-19","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  215","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-20","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  236","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-21","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  248","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-22","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  248","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-23","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  189","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-24","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  137","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-25","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  148","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-26","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  169","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-27","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  201","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-28","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-29","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-30","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-08-31","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-01","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-02","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  223","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-03","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-04","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  186","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-05","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  176","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-06","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  172","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-07","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-08","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-09","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-10","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  208","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-11","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  191","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-12","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  196","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-13","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-14","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  203","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-15","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-16","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  239","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-17","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  241","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-18","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-19","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-20","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  128","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-21","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  108","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-22","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  120","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-23","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  101","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-24","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   91","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-25","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   63","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-26","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  107","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-27","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   79","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-28","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   51","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-29","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   62","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-09-30","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  121","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-01","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  139","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-02","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  139","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-03","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  167","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-04","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-05","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  132","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-06","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  106","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-07","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  148","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-08","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  163","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-09","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  164","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094847","1942-10-10","42.23113","-83.33121","191.9","DETROIT METRO AIRPORT, MI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  115","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
