"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DASF","DASF_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00023062","1940-05-25","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  142","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-26","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  136","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-27","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-28","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-29","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  158","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-30","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  186","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-05-31","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  233","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  197","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  193","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  147","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  141","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  152","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-13","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-14","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-15","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-16","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-17","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-18","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-19","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-20","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-21","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-22","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  239","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-23","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  179","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-24","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-25","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-26","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-27","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  246","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-28","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  227","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-29","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-06-30","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  148","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  181","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  219","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  247","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  240","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  217","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-13","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  247","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-14","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-15","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  226","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-16","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-17","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-18","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-19","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  223","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-20","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-21","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  225","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-22","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-23","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  279","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-24","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  285","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-25","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  281","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-26","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  220","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-27","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-28","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-29","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  214","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-30","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  216","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-07-31","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  246","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  207","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  236","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  249","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-13","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-14","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-15","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  237","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-16","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023062","1940-08-17","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US",,,,,,,,,,,,,,,,,,,,,,,,,,,"  224","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
