"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00014764","1940-11-27","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   48",",,0,2400","   38",",,0,","   25",",,0,","  -50",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-11-28","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   10",",,0,2400","   18",",,0,","   51",",,0,","    0",",,0"," -144",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-11-29","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   41",",,0,2400","   51",",,0,","   51",",,0,","   17",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-11-30","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   13",",,0,2400","    5",",,0,","   51",",,0,","   28",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-01","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  147",",,0,2400","   61",",,0,","  102",",,0,","   28",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-02","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","   76",",,0,","  -28",",,0"," -161",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-03","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0","T,,0,","   76",",,0,","  -67",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-04","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   18",",,0,2400","    0","T,,0,","  102",",,0,","  -94",",,0"," -267",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-05","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   58",",,0,2400","  152",",,0,","  254",",,0,","  -67",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-06","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0","T,,0,","  178",",,0,","  -28",",,0"," -156",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-07","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","  102",",,0,","   67",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-08","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","   76",",,0,","   72",",,0","   -6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-09","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   51",",,0,","   22",",,0"," -106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-10","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   39",",,0"," -144",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-11","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   33",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-12","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   74",",,0,2400","   41",",,0,","   25",",,0,","   11",",,0","  -72",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-13","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   28",",,0,2400","    0",",,0,","   25",",,0,","   39",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-14","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","  -11",",,0"," -161",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-15","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   11",",,0"," -167",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-16","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  175",",,0,2400","    0","T,,0,","   25",",,0,","    0",",,0"," -100",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-17","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   13",",,0,2400","    5",",,0,","   25",",,0,","   22",",,0"," -100",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-18","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   11",",,0"," -139",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-19","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   11",",,0"," -128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-20","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0","T,,0,","   44",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-21","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0","T,,0,","   39",",,0","  -11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-22","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    8",",,0,2400","   15",",,0,","   25",",,0,","   39",",,0","  -44",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-23","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","  -11",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-24","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","    0",",,0"," -128",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-25","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   39",",,0"," -122",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-26","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","   25",",,0,","   11",",,0","  -50",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-27","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   41",",,0,2400","    0",",,0,","    0","T,,0,","   44",",,0","    0",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-28","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  107",",,0,2400","    0",",,0,","    0","T,,0,","   28",",,0","    6",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-29","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   48",",,0,2400","    0",",,0,","    0","T,,0,","   39",",,0","   11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-30","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   74",",,0,2400","    0",",,0,","    0","T,,0,","   33",",,0","   17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1940-12-31","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0","T,,0,","   61",",,0","  -33",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-01","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0","T,,0,","   33",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-02","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","    0","T,,0,","    0",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-03","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","   25",",,0,2400","   23",",,0,","   25",",,0,","   -6",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-04","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","  378",",,0,2400","  231",",,0,","  254",",,0,","   11",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-05","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    8",",,0,2400","   51",",,0,","  305",",,0,","    0",",,0","  -67",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-06","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","  254",",,0,","  -17",",,0"," -150",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-07","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","  229",",,0,","  -17",",,0"," -233",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-08","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0",",,0,2400","    0",",,0,","  203",",,0,","  -11",",,0"," -222",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014764","1941-01-09","43.64244","-70.30443","13.5","PORTLAND JETPORT, ME US","    0","T,,0,2400","    0",",,0,","  203",",,0,","  -17",",,0"," -228",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
