"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00022521","1939-06-11","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  247","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-16","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  250","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-17","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-18","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  255","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-19","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  265","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-20","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-21","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-22","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-23","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-24","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  258","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-25","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-26","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-27","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-28","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  265","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-29","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-06-30","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  255","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-01","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  265","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-02","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-03","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-04","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-05","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-06","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-07","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-08","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-09","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-10","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-11","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-16","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  277","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-17","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  276","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-18","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-19","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-20","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-21","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-22","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-23","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-24","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  269","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-25","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-26","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-27","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-28","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-29","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-30","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  262","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-07-31","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-01","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-02","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-03","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-04","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  263","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-05","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  254","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-06","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  269","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-07","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-08","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  267","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-09","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  265","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-10","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-11","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  271","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-12","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-13","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-14","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-15","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  271","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00022521","1939-08-16","21.32402","-157.93946","1.9","HONOLULU INTERNATIONAL AIRPORT, HI US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  274","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
