"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00012839","1948-01-11","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","  297",",,X,","    0",",,X","    0",",,X","  217",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-12","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   58",",,X,","    0",",,X","    0",",,X","  239",",,X","  183",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-13","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","  399",",,X,","    0",",,X","    0",",,X","  256",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-14","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  200",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-15","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  111",",,X","   11",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-01-16","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  206",",,X","   56",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-17","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   38",",,X,","    0",",,X","    0",",,X","  239",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-18","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  206",",,X","  122",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-01-19","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  250",",,X","  117",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00012839","1948-01-20","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    3",",,X,","    0",",,X","    0",",,X","  256",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-21","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   33",",,X,","    0",",,X","    0",",,X","  261",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-22","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  222",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-01-23","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","  104",",,X,","    0",",,X","    0",",,X","  228",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-24","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  278",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-25","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  283",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-01-26","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  267",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-27","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  267",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-28","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  267",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-29","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  272",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-01-30","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   20",",,X,","    0",",,X","    0",",,X","  272",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-01-31","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  283",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-01","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  200",",,X","  100",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-02","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  228",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-03","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  222",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-04","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  261",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-05","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  267",",,X","  133",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-06","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  278",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-07","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  272",",,X","  161",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-08","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  278",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-09","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  289",",,X","  183",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-10","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    5",",,X,","    0",",,X","    0",",,X","  256",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-11","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  272",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-12","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  283",",,X","  228",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-13","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  283",",,X","  228",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-14","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  317",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-15","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","  183",",,X,","    0",",,X","    0",",,X","  228",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-16","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    3",",,X,","    0",",,X","    0",",,X","  267",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-17","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  294",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-18","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  261",",,X","  172",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-19","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  256",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-20","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  267",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-21","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  261",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-22","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  261",",,X","  144",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-23","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  278",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-24","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   41",",,X,","    0",",,X","    0",",,X","  267",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-25","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   28",",,X,","    0",",,X","    0",",,X","  250",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-02-26","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  261",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-27","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  267",",,X","  150",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-28","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  283",",,X","  178",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-02-29","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  294",",,X","  167",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-03-01","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  278",",,X","  189",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-03-02","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0",",,X,","    0",",,X","    0",",,X","  278",",,X","  228",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00012839","1948-03-03","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  294",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-03-04","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    8",",,X,","    0",",,X","    0",",,X","  294",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-03-05","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   38",",,X,","    0",",,X","    0",",,X","  283",",,X","  194",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-03-06","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    3",",,X,","    0",",,X","    0",",,X","  267",",,X","  211",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-03-07","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","    0","T,,X,","    0",",,X","    0",",,X","  272",",,X","  222",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
"USW00012839","1948-03-08","25.78805","-80.31694","1.4","MIAMI INTERNATIONAL AIRPORT, FL US","   28",",,X,","    0",",,X","    0",",,X","  289",",,X","  200",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,
