"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00024011","1936-07-11","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  370","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-12","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  333","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-13","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  316","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-14","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  272","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-15","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  287","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-16","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  349","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-17","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  334","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-18","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  310","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-19","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  309","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-20","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-21","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  261","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-22","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  303","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-23","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  259","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-24","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-25","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  292","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-26","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  297","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-27","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  266","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-28","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  227","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-29","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  227","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-30","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  271","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-07-31","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-01","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  291","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-02","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-03","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  210","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-04","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  188","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-05","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  207","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-06","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-07","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  283","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-08","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  278","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-09","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  249","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-10","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  280","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-11","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  286","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-12","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  249","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-13","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-14","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  257","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-15","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  271","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-16","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-17","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  244","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-18","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-19","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  222","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-20","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-21","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  201","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-22","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  199","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-23","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  225","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-24","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  172","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-25","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-26","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-27","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  179","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-28","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  172","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-29","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  185","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-30","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-08-31","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-01","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  251","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-02","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  237","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-03","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-04","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  264","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-05","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-06","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  176","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-07","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-08","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  168","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024011","1936-09-09","46.78232","-100.75752","503.2","BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  134","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
