"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00024229","1936-05-11","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  194","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-12","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  179","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-13","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  193","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-14","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  173","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-15","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  140","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-16","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-17","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-18","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  162","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-19","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-20","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  102","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-21","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-22","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  149","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-23","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-24","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  183","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-25","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  198","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-26","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-27","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  177","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-28","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  148","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-29","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  133","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-30","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  136","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-05-31","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  144","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-01","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  136","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-02","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-03","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  133","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-04","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  146","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-05","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  157","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-06","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  182","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-07","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  146","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-08","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  156","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-09","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  176","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-10","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-11","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  194","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-12","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-13","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  188","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-14","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-15","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  166","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-16","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  178","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-17","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  160","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-18","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  147","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-19","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  171","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-20","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-21","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  197","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-22","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  221","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-23","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  192","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-24","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  180","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-25","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  187","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-26","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-27","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  177","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-28","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  164","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-29","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  186","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-06-30","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  203","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-07-01","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  202","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-06","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-07","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  196","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-08","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  198","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-09","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-10","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-11","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024229","1936-08-12","45.59578","-122.60919","6.7","PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  206","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
