"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV07","WV07_ATTRIBUTES","WV18","WV18_ATTRIBUTES"
"USW00024033","1935-05-11","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-12","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   76","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-13","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   53","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-14","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   48","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-15","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   87","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-16","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  151","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-17","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  161","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-18","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  109","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-19","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   77","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-20","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   90","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-21","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  122","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-22","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  151","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-23","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  149","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-24","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  146","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-25","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-26","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  109","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-27","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  116","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-28","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  117","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-29","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  132","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-30","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  131","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-05-31","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  134","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-01","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  177","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-02","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-03","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  228","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-04","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-05","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  183","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-06","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  190","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-07","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  231","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-08","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  226","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-09","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  211","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-10","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-11","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  188","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-12","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  234","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-13","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  255","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-14","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-15","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  270","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-16","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  273","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-17","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  236","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-18","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-19","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-20","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  235","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-21","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  200","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-22","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  209","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-23","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  232","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-24","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  229","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-25","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  238","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-26","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  256","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-27","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  268","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-28","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  329","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-29","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  242","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-30","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  243","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-07-31","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  252","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-08-01","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  212","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-08-02","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  184","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-08-03","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  213","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024033","1935-08-04","45.80721","-108.54618","1094.3","BILLINGS INTERNATIONAL AIRPORT, MT US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"  253","H,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
